condition,tick,source,cell_type,transmitter_sign,target,forecast,source_spike,source_sensory_input,source_observed_current,arrival_count,signed_recurrent_current,retained_eligibility,weight_update_proposal
initial,280,26550,L1,-1.0,-1.0,-0.02909843996167183,False,-30.0,-23.364013671875,0,-0.02685864455997944,-0.7243154644966125,0.007032390218228102
initial,281,20655,L2,1.0,0.0,-0.019673723727464676,False,0.0,-22.17828369140625,0,0.005833699833601713,0.48967158794403076,0.0
initial,281,26550,L1,-1.0,0.0,-0.019673723727464676,False,0.0,-22.17828369140625,0,-0.021807508543133736,-0.48967158794403076,0.0
initial,282,20655,L2,1.0,0.0,-0.019673723727464676,False,0.0,-21.052730560302734,0,0.004736592993140221,0.48967158794403076,0.0
initial,282,26550,L1,-1.0,0.0,-0.019673723727464676,False,0.0,-21.052730560302734,0,-0.017706308513879776,-0.48967158794403076,0.0
initial,283,20655,L2,1.0,0.0,-0.019673723727464676,False,0.0,-19.984298706054688,0,0.0038458118215203285,0.48967158794403076,0.0
initial,283,26550,L1,-1.0,0.0,-0.019673723727464676,False,0.0,-19.984298706054688,0,-0.014376395381987095,-0.48967158794403076,0.0
initial,284,20655,L2,1.0,0.0,-0.019673723727464676,False,0.0,-18.970090866088867,0,0.0031225543934851885,0.48967158794403076,0.0
initial,284,26550,L1,-1.0,0.0,-0.019673723727464676,False,0.0,-18.970090866088867,0,-0.01167271751910448,-0.48967158794403076,0.0
initial,285,20655,L2,1.0,0.0,-0.019673723727464676,False,0.0,-18.007354736328125,0,0.002535315230488777,0.48967158794403076,0.0
initial,285,26550,L1,-1.0,0.0,-0.019673723727464676,False,0.0,-18.007354736328125,0,-0.009477503597736359,-0.48967158794403076,0.0
initial,286,20655,L2,1.0,0.0,-0.019673723727464676,False,0.0,-17.093477249145508,0,0.002058514626696706,0.48967158794403076,0.0
initial,286,26550,L1,-1.0,0.0,-0.019673723727464676,False,0.0,-17.093477249145508,0,-0.007695129606872797,-0.48967158794403076,0.0
