condition,tick,source,cell_type,transmitter_sign,target,forecast,source_spike,source_sensory_input,source_observed_current,arrival_count,signed_recurrent_current,retained_eligibility,weight_update_proposal
frame-trained,348,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-8.229783058166504,0,1.6294832676067017e-05,0.017468120902776718,0.0
frame-trained,348,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-8.229783058166504,0,-0.0026286239735782146,-0.017468120902776718,0.0
frame-trained,349,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-7.812119483947754,0,1.3230366675998084e-05,0.017468120902776718,0.0
frame-trained,349,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-7.812119483947754,0,-0.002134275157004595,-0.017468120902776718,0.0
frame-trained,350,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-7.415652275085449,0,1.0742215636128094e-05,0.017468120902776718,0.0
frame-trained,350,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-7.415652275085449,0,-0.0017328955000266433,-0.017468120902776718,0.0
frame-trained,351,20655,L2,1.0,0.0,-0.006010907236486673,False,0.0,-7.039306163787842,0,8.721995072846767e-06,0.017468120902776718,0.0
frame-trained,351,26550,L1,-1.0,0.0,-0.006010907236486673,False,0.0,-7.039306163787842,0,-0.0014070008182898164,-0.017468120902776718,0.0
frame-trained,352,20655,L2,1.0,1.0,-0.006010907236486673,False,30.0,23.31793975830078,0,7.081704552547308e-06,0.017468120902776718,0.0001757311838446185
frame-trained,352,26550,L1,-1.0,1.0,-0.006010907236486673,False,30.0,23.31793975830078,0,-0.0011423950782045722,-0.017468120902776718,-0.0001757311838446185
frame-trained,353,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,22.13454818725586,0,5.749893261963734e-06,0.0032993005588650703,0.0
frame-trained,353,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,22.13454818725586,0,-0.0009275520569644868,-0.0032993005588650703,0.0
frame-trained,354,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,21.011213302612305,0,4.668547262554057e-06,0.0032993005588650703,0.0
frame-trained,354,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,21.011213302612305,0,-0.0007531131850555539,-0.0032993005588650703,0.0
frame-trained,355,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,19.944889068603516,0,3.790563141592429e-06,0.0032993005588650703,0.0
frame-trained,355,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,19.944889068603516,0,-0.0006114799762144685,-0.0032993005588650703,0.0
frame-trained,356,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,18.932680130004883,0,3.0776959647482727e-06,0.0032993005588650703,0.0
frame-trained,356,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,18.932680130004883,0,-0.0004964828258380294,-0.0032993005588650703,0.0
frame-trained,357,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,17.97184181213379,0,2.4988930817926303e-06,0.0032993005588650703,0.0
frame-trained,357,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,17.97184181213379,0,-0.00040311244083568454,-0.0032993005588650703,0.0
frame-trained,358,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,17.05976676940918,0,2.028942162723979e-06,0.0032993005588650703,0.0
frame-trained,358,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,17.05976676940918,0,-0.0003273016191087663,-0.0032993005588650703,0.0
frame-trained,359,20655,L2,1.0,0.0,-0.0011353135341778398,True,0.0,16.193979263305664,0,1.647371846047463e-06,0.0032993005588650703,0.0
frame-trained,359,26550,L1,-1.0,0.0,-0.0011353135341778398,True,0.0,16.193979263305664,0,-0.000265748065430671,-0.0032993005588650703,0.0
frame-trained,360,20655,L2,1.0,0.0,-0.0011353135341778398,False,0.0,15.372130393981934,1,0.0011857503559440374,0.0032993005588650703,3.7457404289398255e-08
frame-trained,360,26550,L1,-1.0,0.0,-0.0011353135341778398,False,0.0,15.372130393981934,1,-0.3474315106868744,-0.0032993005588650703,-3.7457404289398255e-08
